entity_id,state,last_changed
sensor.everything_presence_one_0428b0_co2,472.0,2026-02-22T01:50:07.719Z
sensor.everything_presence_one_0428b0_co2,469.0,2026-02-22T01:51:07.726Z
sensor.everything_presence_one_0428b0_co2,452.0,2026-02-22T01:52:07.732Z
sensor.everything_presence_one_0428b0_co2,444.0,2026-02-22T01:53:07.726Z
sensor.everything_presence_one_0428b0_co2,429.0,2026-02-22T01:54:07.695Z
sensor.everything_presence_one_0428b0_co2,423.0,2026-02-22T01:55:07.730Z
sensor.everything_presence_one_0428b0_co2,418.0,2026-02-22T01:56:07.736Z
sensor.everything_presence_one_0428b0_co2,415.0,2026-02-22T01:57:07.741Z
sensor.everything_presence_one_0428b0_co2,410.0,2026-02-22T01:58:07.746Z
sensor.everything_presence_one_0428b0_co2,408.0,2026-02-22T01:59:07.739Z
sensor.everything_presence_one_0428b0_co2,400.0,2026-02-22T02:00:07.742Z
sensor.everything_presence_one_0428b0_co2,396.0,2026-02-22T02:01:07.740Z
sensor.everything_presence_one_0428b0_co2,391.0,2026-02-22T02:02:07.746Z
sensor.everything_presence_one_0428b0_co2,388.0,2026-02-22T02:03:07.749Z
sensor.everything_presence_one_0428b0_co2,384.0,2026-02-22T02:04:07.754Z
sensor.everything_presence_one_0428b0_co2,381.0,2026-02-22T02:05:07.755Z
sensor.everything_presence_one_0428b0_co2,378.0,2026-02-22T02:06:07.749Z
sensor.everything_presence_one_0428b0_co2,374.0,2026-02-22T02:07:07.757Z
sensor.everything_presence_one_0428b0_co2,369.0,2026-02-22T02:08:07.762Z
sensor.everything_presence_one_0428b0_co2,366.0,2026-02-22T02:09:07.767Z
sensor.everything_presence_one_0428b0_co2,362.0,2026-02-22T02:10:07.769Z
sensor.everything_presence_one_0428b0_co2,360.0,2026-02-22T02:11:07.770Z
sensor.everything_presence_one_0428b0_co2,361.0,2026-02-22T02:12:07.774Z
sensor.everything_presence_one_0428b0_co2,357.0,2026-02-22T02:13:07.779Z
sensor.everything_presence_one_0428b0_co2,354.0,2026-02-22T02:14:07.782Z
sensor.everything_presence_one_0428b0_co2,351.0,2026-02-22T02:16:07.787Z
sensor.everything_presence_one_0428b0_co2,348.0,2026-02-22T02:17:07.787Z
sensor.everything_presence_one_0428b0_co2,346.0,2026-02-22T02:18:07.792Z
sensor.everything_presence_one_0428b0_co2,340.0,2026-02-22T02:19:07.792Z
sensor.everything_presence_one_0428b0_co2,335.0,2026-02-22T02:20:07.794Z
sensor.everything_presence_one_0428b0_co2,331.0,2026-02-22T02:21:07.796Z
sensor.everything_presence_one_0428b0_co2,329.0,2026-02-22T02:22:07.794Z
sensor.everything_presence_one_0428b0_co2,325.0,2026-02-22T02:23:07.803Z
sensor.everything_presence_one_0428b0_co2,323.0,2026-02-22T02:24:07.707Z
sensor.everything_presence_one_0428b0_co2,321.0,2026-02-22T02:25:07.774Z
sensor.everything_presence_one_0428b0_co2,317.0,2026-02-22T02:26:07.802Z
sensor.everything_presence_one_0428b0_co2,312.0,2026-02-22T02:27:07.807Z
sensor.everything_presence_one_0428b0_co2,309.0,2026-02-22T02:28:07.807Z
sensor.everything_presence_one_0428b0_co2,305.0,2026-02-22T02:29:07.818Z
sensor.everything_presence_one_0428b0_co2,302.0,2026-02-22T02:32:07.819Z
sensor.everything_presence_one_0428b0_co2,298.0,2026-02-22T02:33:07.826Z
sensor.everything_presence_one_0428b0_co2,291.0,2026-02-22T02:34:07.825Z
sensor.everything_presence_one_0428b0_co2,290.0,2026-02-22T02:35:07.830Z
sensor.everything_presence_one_0428b0_co2,289.0,2026-02-22T02:36:07.835Z
sensor.everything_presence_one_0428b0_co2,287.0,2026-02-22T02:37:07.828Z
sensor.everything_presence_one_0428b0_co2,284.0,2026-02-22T02:38:07.837Z
sensor.everything_presence_one_0428b0_co2,280.0,2026-02-22T02:39:07.835Z
sensor.everything_presence_one_0428b0_co2,277.0,2026-02-22T02:40:07.839Z
sensor.everything_presence_one_0428b0_co2,274.0,2026-02-22T02:41:07.839Z
sensor.everything_presence_one_0428b0_co2,271.0,2026-02-22T02:42:07.833Z
sensor.everything_presence_one_0428b0_co2,269.0,2026-02-22T02:43:07.838Z
sensor.everything_presence_one_0428b0_co2,267.0,2026-02-22T02:44:07.846Z
sensor.everything_presence_one_0428b0_co2,264.0,2026-02-22T02:45:07.842Z
sensor.everything_presence_one_0428b0_co2,260.0,2026-02-22T02:48:07.851Z
sensor.everything_presence_one_0428b0_co2,255.0,2026-02-22T02:50:07.855Z
sensor.everything_presence_one_0428b0_co2,252.0,2026-02-22T02:52:07.857Z
sensor.everything_presence_one_0428b0_co2,253.0,2026-02-22T02:53:07.858Z
sensor.everything_presence_one_0428b0_co2,252.0,2026-02-22T02:54:07.790Z
sensor.everything_presence_one_0428b0_co2,249.0,2026-02-22T02:55:07.843Z
sensor.everything_presence_one_0428b0_co2,246.0,2026-02-22T02:56:07.864Z
sensor.everything_presence_one_0428b0_co2,245.0,2026-02-22T02:58:07.868Z
sensor.everything_presence_one_0428b0_co2,243.0,2026-02-22T02:59:07.868Z
sensor.everything_presence_one_0428b0_co2,240.0,2026-02-22T03:00:07.869Z
sensor.everything_presence_one_0428b0_co2,235.0,2026-02-22T03:01:07.869Z
sensor.everything_presence_one_0428b0_co2,234.0,2026-02-22T03:03:07.877Z
sensor.everything_presence_one_0428b0_co2,233.0,2026-02-22T03:04:07.875Z
sensor.everything_presence_one_0428b0_co2,230.0,2026-02-22T03:05:07.881Z
sensor.everything_presence_one_0428b0_co2,227.0,2026-02-22T03:06:07.882Z
sensor.everything_presence_one_0428b0_co2,226.0,2026-02-22T03:07:07.891Z
sensor.everything_presence_one_0428b0_co2,224.0,2026-02-22T03:08:07.891Z
sensor.everything_presence_one_0428b0_co2,222.0,2026-02-22T03:10:07.892Z
sensor.everything_presence_one_0428b0_co2,221.0,2026-02-22T03:11:07.896Z
sensor.everything_presence_one_0428b0_co2,216.0,2026-02-22T03:12:07.896Z
sensor.everything_presence_one_0428b0_co2,213.0,2026-02-22T03:13:07.902Z
sensor.everything_presence_one_0428b0_co2,214.0,2026-02-22T03:14:07.905Z
sensor.everything_presence_one_0428b0_co2,213.0,2026-02-22T03:15:07.907Z
sensor.everything_presence_one_0428b0_co2,211.0,2026-02-22T03:16:07.912Z
sensor.everything_presence_one_0428b0_co2,209.0,2026-02-22T03:17:07.905Z
sensor.everything_presence_one_0428b0_co2,206.0,2026-02-22T03:18:07.906Z
sensor.everything_presence_one_0428b0_co2,203.0,2026-02-22T03:19:07.910Z
sensor.everything_presence_one_0428b0_co2,202.0,2026-02-22T03:20:07.911Z
sensor.everything_presence_one_0428b0_co2,200.0,2026-02-22T03:22:07.917Z
sensor.everything_presence_one_0428b0_co2,199.0,2026-02-22T03:23:07.922Z
sensor.everything_presence_one_0428b0_co2,197.0,2026-02-22T03:24:07.925Z
sensor.everything_presence_one_0428b0_co2,196.0,2026-02-22T03:26:07.928Z
